,Adresse,City,Postal_Code,iD
9764,11 av Roland Moréno,Chauconin-Neufmontiers,77124,77
9765,C.COMMERCIAL CARRE SENART,Lieusaint,77127,77
9766,RN 105,Forges,77130,77
9767,Avenue du 8 Mai 1945,VARENNES-SUR-SEINE,77130,77
9768,BOULEVARD DIDEROT,MONTEREAU-FAULT-YONNE,77130,77
9769,route du bréau,VARENNES-SUR-SEINE,77130,77
9770,AUTOROUTE A5,Forges,77130,77
9771,AIRE JONCHETS LES RECOMPENSES,FORGES,77130,77
9772,AUTOROUTE A5 - AIRE DES JONCHETS LA GRANDE PAROISSE,FORGES,77130,77
9773,AUTOROUTE6 AIRE DE NEMOURS OUEST,NEMOURS,77140,77
9774,10 Avenue du Général de Gaulle,Nemours,77140,77
9775,Route de Larchant,SAINT-PIERRE-LèS-NEMOURS,77140,77
9776,AUTOROUTE A 6,Darvault,77140,77
9777,"28, rue du Général De Gaulle",NEMOURS,77140,77
9778,1 rue JM JACQUARD,NEMOURS,77140,77
9779,AIRE DE NEMOURS OUEST,NEMOURS,77140,77
9780,10 AVENUE DU GENERAL DE GAULLE,NEMOURS,77140,77
9781,Aire de Darvault A6,Darvault,77140,77
9782,CD 231,Vaudoy-en-Brie,77141,77
9783,RTE NATIONALE 4,VAUDOY-EN-BRIE,77141,77
9784,1 boulevard Charles de GAULLE,MONTéVRAIN,77144,77
9785,zac du clos rose,MONTEVRAIN,77144,77
9786,AV DES HYVERNEAUX,LESIGNY,77150,77
9787,Avenue des Pyramides,CHAMPS-SUR-MARNE,77150,77
9788,Centre commercial de la Fontaine,LéSIGNY,77150,77
9789,AV DES HYVERNAUX - RD 51,LESIGNY,77150,77
9790,16 Avenue du Général de Gaulle,PROVINS,77160,77
9791,Avenue de la Voulzie,Provins,77160,77
9792,15 Avenue du Maréchal de Lattre de Tassigny,Provins,77160,77
9793, Avenue James de Rothschild,FERRIèRES-EN-BRIE,77164,77
9794,Avenue du Maréchal Gallieni,SAINT-SOUPPLETS,77165,77
9795,RN 330 ROUTE DEMEAUX,SAINT-SOUPPLETS,77165,77
9796,RN 330 - ROUTE DE MEAUX,ST SOUPPLETS,77165,77
9797,RN.19,Brie-Comte-Robert,77170,77
9798,RN 19,COUBERT,77170,77
9799,7 Rue du Général Leclerc,BRIE-COMTE-ROBERT,77170,77
9800,25 Rue Pasteur,Brie-Comte-Robert,77170,77
9801,12 Rue Gustave Eiffel,BRIE-COMTE-ROBERT,77170,77
9802,Avenue du Général Leclerc,Brie-Comte-Robert,77170,77
9803,7 Rue du Général Leclerc,BRIE-COMTE-ROBERT,77170,77
9804,52 RUE JEAN JAURES,COUBERT,77170,77
9805,RN. 19,BRIE COMTE ROBERT,77170,77
9806,ROUTE NATIONALE 19,Sourdun,77171,77
9807,ROUTE DE PARIS - RN 19,SOURDUN,77171,77
9808,8 avenue du 8 mai 1945,SAVIGNY-LE-TEMPLE,77176,77
9809,Centre Commercial des Sources,SAINT-PATHUS,77178,77
9810,RD 34 ROUTE DE CHELLES,Le Pin,77181,77
9811,ROUTE DE CHELLES,LE PIN,77181,77
9812,Boulevard Georges Bidault,Croissy-Beaubourg,77183,77
9813,RN 104 - CD 51,Émerainville,77184,77
9814,4 Boulevard Olof Palme,ÉMERAINVILLE,77184,77
9815,aire de la Soubriarde,ÉMERAINVILLE,77184,77
9816,4 Avenue Pierre Mendès France,NOISIEL,77186,77
9817,Cours de l'Arche Guédon,Noisiel,77186,77
9818,COURS DE L'ARCHE GUEDON,NOISIEL,77186,77
9819,936 AVENUE DU GENERAL LECLERC,DAMMARIE-LES-LYS,77190,77
9820,AVENUE DES LYS,Dammarie-les-Lys,77190,77
9821,544 Avenue André Ampère,DAMMARIE-LES-LYS,77190,77
9822,936 AVENUE DU GENERAL LECLERC,DAMMARIE LES LYS,77190,77
9823,AVENUE DES LYS,DAMMARIE LES LYS,77190,77
9824,AVENUE DU LYS,Dammarie-les-Lys,77190,77
9825,RN7 BP23,DAMMARIE LES LYS,77195,77
9826,11 Rue de Paris,NOISIEL,77200,77
9827,73 Avenue du Président Franklin Roosevelt,Avon,77210,77
9828,36 Avenue du Président Franklin Roosevelt,AVON,77210,77
9829,Route de la Libération,Tournan-en-Brie,77220,77
9830, Boulevard Victor Hugo,GRETZ-ARMAINVILLIERS,77220,77
9831,RUE DE LA LIBERATION,Tournan-en-Brie,77220,77
9832,ROUTE DE PARIS,Villeneuve-sous-Dammartin,77230,77
9833,ROUTE DE SOISSONS RN2,ROUVRES,77230,77
9834,Route de Vémars,MOUSSY-LE-NEUF,77230,77
9835,RUE BELLE ETOILE,LONGPERRIER,77230,77
9836,RN 2 ROUTE DE SOISSONS,ROUVRES,77230,77
9837,13 avenue Charles Monier,CESSON,77240,77
9838,Rte Nationale 6 centre cial Boissénart,CESSON,77240,77
9839,RD 606,ÉCUELLES,77250,77
9840,2 Avenue de la Gare,VENEUX-LES-SABLONS,77250,77
9841,11 Rue de l'Orvanne,Écuelles,77250,77
9842,RD 606,ECUELLES,77250,77
9843,AUTOROUTE A 4 aire d'ussy sur marne,Ussy-sur-Marne,77260,77
9844,42 Avenue Franklin Roosevelt,La Ferté-sous-Jouarre,77260,77
9845,AIRE DE CHANGIS A4,LA FERTé-SOUS-JOUARRE,77260,77
9846,Avenue de Rebais,LA FERTé-SOUS-JOUARRE,77260,77
9847,RN 3 ZI DU HAINAULT,SEPT-SORTS,77260,77
9848,Autoroute de l'Est-A4,Ussy-sur-Marne,77260,77
9849,AIRE D'USSY SUR MARNE,USSY SUR MARNE,77260,77
9850,AIRE DE CHANGIS A4,La Ferté-sous-Jouarre,77260,77
9851, Avenue Roger Salengro,VILLEPARISIS,77270,77
9852,Route de Villevaudé,Villeparisis,77270,77
9853,Rue du 8 Mai 1945,Othis,77280,77
9854,D212,Compans,77290,77
9855,46 Rue de Villeparisis,MITRY-MORY,77290,77
9856,44 Boulevard du Maréchal Foch,Fontainebleau,77300,77
9857,Carrefour de la Libération,Fontainebleau,77300,77
9858,CARREFOUR DE LA LIBERATION,Fontainebleau,77300,77
9859,LOTISS DES BORDES RN 7,Saint-Fargeau-Ponthierry,77310,77
9860,RN 7,ST FARGEAU PONTHIERRY,77310,77
9861,Rue des Bordes,Saint-Fargeau-Ponthierry,77310,77
9862,RN7,ST FARGEAU PONTHIERRY,77310,77
9863,Rue de Maison Rouge,Saint-Fargeau-Ponthierry,77310,77
9864,RN 7,ST FARGEAU PONTHIERRY,77310,77
9865,2 Avenue des États-Unis,LA FERTé-GAUCHER,77320,77
9866,Avenue du Général Leclerc,LA FERTé-GAUCHER,77320,77
9867, Avenue de la Maison-Blanche,LA FERTé-GAUCHER,77320,77
9868,RN4 LIEUDIT L ERABLE,OZOIR-LA-FERRIèRE,77330,77
9869,2 Avenue Édouard Gourdon,Ozoir-la-Ferrière,77330,77
9870,84 Rue François de Tessan,OZOIR-LA-FERRIèRE,77330,77
9871,RN4 LIEUDIT L ERABLE,OZOIR LA FERRIERE,77330,77
9872,6 Avenue Charles Rouxel,PONTAULT-COMBAULT,77340,77
9873,Route de Paris,Pontault-Combault,77340,77
9874,6 AVENUE CHARLES ROUXEL,PONTAULT COMBAULT,77340,77
9875,CHEMIN DÉPARTEMENTAL 51 - AIRE DES BRÉCHÈRES,PONTAULT COMBAULT,77340,77
9876,6 A 10 AV CHARLES ROUXEL,PONTAULT COMBAULT,77340,77
9877,RN 4 77346 Pontault-Combault,PONTAULT-COMBAULT,77346,77
9878,AVE MAURICE DAUVERGNE,LE MEE SUR SEINE,77350,77
9879,Avenue Jean Monnet,BOISSISE-LA-BERTRAND,77350,77
9880,AV MAURICE DAUVERGNE,LE MEE SUR SEINE,77350,77
9881,Place du Général de Gaulle,VAIRES-SUR-MARNE,77360,77
9882,Avenue de Verdun,NANGIS,77370,77
9883,AVENUE DU GENERAL DE GAULLE,NANGIS,77370,77
9884,Route de Fontainebleau,Nangis,77370,77
9885, Rue du 19 Mars 1962,NANGIS,77370,77
9886,"RN 19 , AVENUE DU GENERAL DE GAU",NANGIS,77370,77
9887,Rue Charles FABRY,COMBS-LA-VILLE,77380,77
9888,L OREE DE GUIGNES,GUIGNES,77390,77
9889,11 RTE DE PARIS RN 19,GUIGNES,77390,77
9890,33 Rue Gambetta,Lagny-sur-Marne,77400,77
9891,43/45 Avenue Raymond Poincaré,LAGNY-SUR-MARNE,77400,77
9892,AVENUE ST GERMAIN DES NOYERS,Saint-Thibault-des-Vignes,77400,77
9893,127 Avenue du général leclerc,LAGNY-SUR-MARNE,77400,77
9894,2 Rue du Général Leclerc,POMPONNE,77400,77
9895,Avenue de la Courtillière,SAINT-THIBAULT-DES-VIGNES,77400,77
9896,195 Rue de Claye,THORIGNY-SUR-MARNE,77400,77
9897,AVENUE GEORGES CLEMENCEAU RN34,LAGNY-SUR-MARNE,77400,77
9898,RN 34,LAGNY SUR MARNE,77400,77
9899,CHEMIN DE COMPANS,Claye-Souilly,77410,77
9900,AUTOROUTE A104,VILLEVAUDE,77410,77
9901,AIRE DE VILLEVAUDE AUTOROUTE A 104,CLAYE-SOUILLY,77410,77
9902,AIRE DE VILLEVAUDE AUTOROUTE A 104,CLAYE-SOUILLY,77410,77
9903,AIRE DE VILLEVAUDE AUTOROUTE A 104,Claye-Souilly,77410,77
9904,AUTOROUTE A104 - AIRE DE VILLEVAUDÉ,VILLEVAUDE,77410,77
9905,2 RUE JEAN COCTEAU,CHAMPAGNE-SUR-SEINE,77430,77
9906,16 Avenue du Chemin Noir,Lizy-sur-Ourcq,77440,77
9907,2 Avenue Charles de Gaulle,ESBLY,77450,77
9908,53 Avenue Joffre,ESBLY,77450,77
9909,"2, AVENUE CHARLES DE GAULLE",ESBLY,77450,77
9910,115 Avenue du Maréchal Leclerc,SOUPPES-SUR-LOING,77460,77
9911,32 Rue Pasteur,Souppes-sur-Loing,77460,77
9912,VAL DE LOING,Souppes-sur-Loing,77460,77
9913,86 Avenue de Verdun,TRILPORT,77470,77
9914,RUE DE LA SUCRERIE,BRAY-SUR-SEINE,77480,77
9915,82 AVENUE DE LA LIBERATION,BRAY-SUR-SEINE,77480,77
9916,Avenue Sylvie - ZI Belle-Ile,CHELLES,77500,77
9917, Avenue du Gendarme Castermant,CHELLES,77500,77
9918,route de Montfermeil,CHELLES,77500,77
9919,90 Avenue de Claye,Chelles,77500,77
9920,53 Avenue du Maréchal Foch,Chelles,77500,77
9921,20 Avenue de Claye,Chelles,77500,77
9922,119 AV DU GENDARME CASTERMANT,CHELLES,77500,77
9923,Avenue du Gendarme Castermant,CHELLES,77508,77
9924,Route Nationale 3,CLAYE-SOUILLY,77508,77
9925,ZAC PRE ANCEL,REBAIS,77510,77
9926,2 Avenue de la Marne,Rebais,77510,77
9927,PARC D'ACTIVITES PRES DES BOURDEAUX,FAREMOUTIERS,77515,77
9928,2 Rue du Montpensier,DONNEMARIE-DONTILLY,77520,77
9929,56 route de vilpré,Rozay-en-Brie,77540,77
9930,AUTOROUTE A 5 A,RéAU,77550,77
9931,AVENUE PIERRE AUBERGE,RéAU,77550,77
9932,AUTOROUTE A5B - AIRE DE GALANDE-LA-MARE-LAROCHE,REAU,77550,77
9933,AUTOROUTE A5A - AIRE DU PLESSIS-PICARD,REAU,77550,77
9934,Rue de Nisceville,CHâTEAU-LANDON,77570,77
9935,26 Avenue Charles de Gaulle,CRéCY-LA-CHAPELLE,77580,77
9936, Avenue de Villiers,CRéCY-LA-CHAPELLE,77580,77
9937, Rue Gallieni,Chartrettes,77590,77
9938,autoroute A4,BUSSY-SAINT-GEORGES,77600,77
9939,A 4 - AIRE DE FERRIERES,BUSSY-SAINT-GEORGES,77600,77
9940,AUTOROUTE A4 - AIRE DE BUSSY ST GEORGES,BUSSY ST GEORGES,77600,77
9941,AUTOROUTE A4 - AIRE DE FERRIÈRES,BUSSY ST GEORGES,77600,77
9942,Rue Bertaux,FONTENAY-TRéSIGNY,77610,77
9943,ROUTE DE LORREZ,ÉGREVILLE,77620,77
9944,RUE DE LA CROIX BROUILLARD,LONGUEVILLE,77650,77
9945,BLD DE LA MALIBRAN,Roissy-en-Brie,77680,77
9946,ROUTE D'OZOIR,ROISSY EN BRIE,77680,77
9947,Place Robert Schuman,Roissy-en-Brie,77680,77
9948,14 Cours du Danube,Serris,77700,77
9949, Rue d'Esbly,Coupvray,77700,77
9950,1 Avenue Robert Schuman,COUPVRAY,77700,77
9951,17 Place de l'Europe,BAILLY ROMAINVILLIERS,77700,77
9952,Chemin du Berceau,Lorrez-le-Bocage-Préaux,77710,77
9953,les Chaumes RN 19,MORMANT,77720,77
9954,Route Départementale 619,Grandpuits-Bailly-Carrois,77720,77
9955,RD 619 - SENS PARIS PROVINCE,GRANDPUITS,77720,77
9956,62 Rue de Paris,SAINT-GERMAIN-SUR-MORIN,77740,77
9957,62 ROUTE DE PARIS / RN 34,ST GERMAIN SUR MORIN,77740,77
9958,Rue de l'Avenir,LA CHAPELLE-LA-REINE,77760,77
9959,36 Avenue de Fontainebleau,La Chapelle-la-Reine,77760,77
9960,AIRE DE ACHERES LA FORET OUEST A6,Achères-la-Forêt,77760,77
9961,RN7,Bourron-Marlotte,77780,77
9962,RN 7,BOURRON MARLOTTE,77780,77
9963,RN 7,Grez-sur-Loing,77800,77
9964, Chemin des Prés,THOMERY,77810,77
9965,Lieu-Dit les Grands Champs,LE CHÂTELET-EN-BRIE,77820,77
9966,61 AVENUE DE L'ENSOLEILLEE,COUILLY-PONT-AUX-DAMES,77860,77
9967,44 Route d'Héricy,VULAINES-SUR-SEINE,77870,77
9968,RN 7,GREZ SUR LOING,77880,77
9969,17 Avenue des Américains,Varreddes,77910,77
9970,ZA de Richebourg,VOULX,77940,77
9971, Rue du Perré,RUBELLES,77950,77
9972,60 Boulevard de la République,Versailles,78000,78
9973,71 Rue des Chantiers,VERSAILLES,78000,78
9974,15 Rue du Général Pershing,Versailles,78000,78
9975,50 Rue du Pont Colbert,Versailles,78000,78
9976,"10 bis, Rue des États-Généraux",VERSAILLES,78000,78
9977,AV CLEMENT ADER,Versailles,78000,78
9978,rue de dreux N12,BOIS D'ARCY,78000,78
9979,Avenue Clément Ader,Versailles,78000,78
9980,60 Boulevard de la République,Versailles,78000,78
9981,15 AV DU GENERAL PERSHING,VERSAILLES,78000,78
9982,71 RUE DES CHANTIERS,VERSAILLES,78000,78
9983,122 Rue Président Roosevelt,SAINT-GERMAIN-EN-LAYE,78100,78
9984,122 RUE DU PRESIDENT ROOSEVELT,SAINT GERMAIN EN LAYE,78100,78
9985,101 Boulevard Carnot,Le Vésinet,78110,78
9986,63 Route de Montesson,LE VéSINET,78110,78
9987,63 Route de Montesson,Le Vésinet,78110,78
9988,rue vincent van gogh,MAGNY-LES-HAMEAUX,78114,78
9989,RN 10 LIEU DIT L'ABBE,Sonchamp,78120,78
9990,RN10 CENTRE COMMERCIAL DU BEL AIR,RAMBOUILLET,78120,78
9991,rue Clos Batant,RAMBOUILLET,78120,78
9992,2 Rue Sadi-Carnot,Rambouillet,78120,78
9993,75AVENUESADI CARNOT,RAMBOUILLET,78120,78
9994,RN 10 LIEU DIT L'ABBE,SONCHAMP,78120,78
9995,1 RUE AUGUSTE MOUTIE,RAMBOUILLET,78120,78
9996, Avenue Paul Raoult,LES MUREAUX,78130,78
9997,STATION SERVICE,LES MUREAUX,78130,78
9998,"30, avenue Paul Raoult",LES MUREAUX,78130,78
9999,29 Avenue Paul Raoult,LES MUREAUX,78130,78
10000,29 AV. PAUL RAOULT,LES MUREAUX,78130,78
10001,4 Rue Dewoitine,VéLIZY-VILLACOUBLAY,78140,78
10002,27 Avenue Louis Bréguet,Vélizy-Villacoublay,78140,78
10003,RTE 18 VAL DE GRACE,VéLIZY-VILLACOUBLAY,78140,78
10004,A 86 - AIRE DE VELIZY OUEST,VéLIZY-VILLACOUBLAY,78140,78
10005,2 Avenue de l'Europe,Vélizy-Villacoublay,78140,78
10006,AUTOROUTE A86 - AIRE DE VELIZY OUEST,VELIZY VILLACOUBLAY,78140,78
10007,AIRE DU VAL DE GRACE,VELIZY-VILLACOUBLAY,78140,78
10008,18 ROUTE DE MAULE- D307,ROCQUENCOURT,78150,78
10009,90 Rue de Versailles,LE CHESNAY,78150,78
10010,100 Rue de Versailles,Le Chesnay,78150,78
10011,ANGLE RN 307 ET 317,Rocquencourt,78150,78
10012, Rue de Versailles,LE CHESNAY,78150,78
10013,52 bld st antoine,LE CHESNAY,78150,78
10014,100 Rue de Versailles,Le Chesnay,78150,78
10015,ANGLE RN 307 ET 317,ROCQUENCOURT,78150,78
10016,ANGLE RN 307 ET 317,ROCQUENCOURT,78150,78
10017,100 Rue de Versailles,Le Chesnay,78150,78
10018,90/94 RUE DE VERSAILLES,LE CHESNAY,78150,78
10019,18 ROUTE DE MAULE- D 307,ROCQUENCOURT,78150,78
10020,ROUTE DE VERSAILLES,MARLY-LE-ROI,78160,78
10021,ROUTE DE VERSAILLES,MARLY LE ROI,78160,78
10022,10 Route des Puits,LA CELLE-SAINT-CLOUD,78170,78
10023,64 Avenue Lucien-René Duchesne,La Celle-Saint-Cloud,78170,78
10024,24 Avenue de la Jonchère,LA CELLE-SAINT-CLOUD,78170,78
10025,24 Avenue de la Jonchère,LA CELLE-SAINT-CLOUD,78170,78
10026,130 Avenue du Maréchal Foch,SAINT-GERMAIN-EN-LAYE,78175,78
10027,11 Avenue des Prés,MONTIGNY-LE-BRETONNEUX,78180,78
10028,13 Avenue Ampère,MONTIGNY-LE-BRETONNEUX,78180,78
10029,69 Boulevard Vauban,MONTIGNY-LE-BRETONNEUX,78180,78
10030,69 Boulevard Vauban,MONTIGNY-LE-BRETONNEUX,78180,78
10031,69 BD VAUBAN,MONTIGNY LE BRETONNEUX,78180,78
10032,"69, BOULEVARD VAUBAN",MONTIGNY LE BRETONNEUX,78180,78
10033,11 avenue des Près,Montigny le Bretonneux,78180,78
10034,RN10,TRAPPES,78190,78
10035,Route de Trappes LA BOISSIERE RN 10,Trappes,78190,78
10036,1 Avenue Martin Luther King,Trappes,78190,78
10037,RN 10,TRAPPES,78190,78
10038,1 avenue le Verrier,Trappes,78190,78
10039,5 Avenue Roger Hennequin,Trappes,78194,78
10040,CD 110 - BP 1525,BUCHELAY,78200,78
10041,4/6/8 RUE DE CHANTEREINE RN.13,MANTES-LA-VILLE,78200,78
10042,LE VAL FOURRE ,Mantes-la-Jolie,78200,78
10043,48 Boulevard Roger Salengro,MANTES-LA-VILLE,78200,78
10044,8 Avenue de l'Europe,MAGNANVILLE,78200,78
10045,16 Rue Jean Hoët,Mantes-la-Jolie,78200,78
10046,Avenue de l'Europe,Magnanville,78200,78
10047,48 BD ROGER SALENGRO,MANTES LA VILLE,78200,78
10048,4 Boulevard Henri Barbusse,SAINT-CYR-L'ÉCOLE,78210,78
10049,4 BLD HENRI BARBUSSE,ST CYR L ECOLE,78210,78
10050,146 Avenue du Général Leclerc,Viroflay,78220,78
10051,146 Avenue du Général Leclerc,Viroflay,78220,78
10052,46 Avenue du Président John F. Kennedy,Le Pecq,78230,78
10053,58 AV DU Pdt KENNEDY,LE PECQ,78230,78
10054,"Angle rue de Paris, Quai Maurice Berteaux",Le Pecq,78230,78
10055,AVENUE DU PRESIDENT KENNEDY,LE PECQ,78230,78
10056,45 Route de Mantes,CHAMBOURCY,78240,78
10057,RN 13,CHAMBOURCY,78241,78
10058,60 Rue du Vexin,HARDRICOURT,78250,78
10059,rd28,TESSANCOURT-SUR-AUBETTE,78250,78
10060,35 Avenue Châteaubriant,Mézy-sur-Seine,78250,78
10061,3 avenue Wolfgang Amadeus Mozart,ACHèRES,78260,78
10062,ROUTE D'EVREUX,Chaufour-lès-Bonnières,78270,78
10063,RN 13 RTE D'EVREUX,CHAUFOUR LES BONNIERES,78270,78
10064,VOIE E8 LES SAULES,Guyancourt,78280,78
10065,AVENUE DE L'EUROPE,Guyancourt,78280,78
10066,10 AV DE L'EUROPE,GUYANCOURT,78280,78
10067,VOIE E8 LES SAULES,GUYANCOURT,78280,78
10068,22 Avenue du Général de Gaulle,Croissy-sur-Seine,78290,78
10069,46 Rue des Ponts,CROISSY-SUR-SEINE,78290,78
10070,46 RUE DES PONTS,CROISSY SUR SEINE,78290,78
10071,45 Avenue de la Maladrerie,Poissy,78300,78
10072,Rue de la Reine Blanche,Carrières-sous-Poissy,78300,78
10073,20 Boulevard Gambetta,POISSY,78300,78
10074,45 Avenue de la Maladrerie,POISSY,78300,78
10075,45 AV DE LA MALADRERIE,POISSY,78300,78
10076,RN10,Coignières,78310,78
10077,Route Nationale 10,COIGNIèRES,78310,78
10078,Avenue de Langres,MAUREPAS,78310,78
10079,AVENUE DE LANGRES,MAUREPAS,78310,78
10080,222/224 ROUTE NATIONALE 10,COIGNIERES,78310,78
10081, Avenue Gutenberg,MAUREPAS,78318,78
10082,3 Rue de Versailles,LE MESNIL-SAINT-DENIS,78320,78
10083,18 Avenue de la République,Fontenay-le-Fleury,78330,78
10084,AVENUE HENRI BARBUSSE,Les Clayes-sous-Bois,78340,78
10085,RUE LA POINTE A L' ANGE,LES CLAYES-SOUS-BOIS,78340,78
10086,Avenue Henri Barbusse,Les Clayes-sous-Bois,78340,78
10087,RUE DE LA POINTE DE L'ANGE- RD,LES CLAYES SOUS BOIS,78340,78
10088,AUTOROUTE A 86,Jouy-en-Josas,78350,78
10089,AUTOROUTE A86,JOUY EN JOSAS,78350,78
10090,280 Avenue Gabriel Péri,MONTESSON,78360,78
10091,40 Avenue Gabriel Péri,MONTESSON,78360,78
10092,150 Avenue Paul Doumer,MONTESSON,78360,78
10093,150 AVE PAUL DOUMER,MONTESSON,78360,78
10094,centre commerciale Brigitte,PLAISIR,78370,78
10095,CD 161,PLAISIR,78370,78
10096,16 Rue de la Gare,Plaisir,78370,78
10097,58 Quai Boissy d'Anglas,BOUGIVAL,78380,78
10098,12 Avenue Jean Moulin,Bougival,78380,78
10099,12 Avenue Jean Moulin,BOUGIVAL,78380,78
10100,58 QUAI BOISSY D'ANGLAS,BOUGIVAL,78380,78
10101,41 Avenue Paul Vaillant-Couturier,BOIS-D'ARCY,78390,78
10102,11 Avenue Jean Jaurès,Bois-d'Arcy,78390,78
10103,RN 12 ROUTE DE DREUX,BOIS D ARCY,78390,78
10104,41 BIS RUE PAUL VAILLANT COUTURI,BOIS D ARCY,78390,78
10105,40 Avenue du Maréchal Foch,Chatou,78400,78
10106,133 AV DU MARECHAL FOCH,CHATOU,78400,78
10107,133 AV DU MARECHAL FOCH,CHATOU,78400,78
10108,Route Renault,FLINS-SUR-SEINE,78410,78
10109,CD 113 AVENUE DE L'UNION,Aubergenville,78410,78
10110,CD113 AVENUE DE L'UNION,AUBERGENVILLE,78410,78
10111,104 Route de Chatou,Carrières-sur-Seine,78420,78
10112,104 Route de Chatou,CARRIèRES-SUR-SEINE,78420,78
10113,9 Quai Conti,LOUVECIENNES,78430,78
10114,9 Quai Conti,Louveciennes,78430,78
10115,9 TER QUAI CONTI RN 13,LOUVECIENNES,78430,78
10116, Avenue de Paris,GARGENVILLE,78440,78
10117,Avenue Nagelmackers.,VILLEPREUX,78450,78
10118,PLACE DE BEAUPLAN,SAINT-RéMY-LèS-CHEVREUSE,78470,78
10119, Rue des Rosiers,VERNEUIL-SUR-SEINE,78480,78
10120,7 AV GEORGES CLEMENCEAU,Verneuil-sur-Seine,78480,78
10121,7 AV GEORGES CLEMENCEAU,VERNEUIL SUR SEINE,78480,78
10122,av arbre quenée,Méré,78490,78
10123,AVENUE ROBERT SHUMANN,SARTROUVILLE,78500,78
10124,80 Avenue Maurice Berteaux,SARTROUVILLE,78500,78
10125,60 Avenue de la Paix,Limay,78520,78
10126,ROUTE NATIONALE 190,LIMAY,78520,78
10127,60 Avenue de la Paix,LIMAY,78520,78
10128,60 AV.DE LA PAIX,LIMAY,78520,78
10129,Avenue guyemer,BUC,78530,78
10130,Rue de la Grosse Pierre,VERNOUILLET,78540,78
10131,RN12 E12-LE VAL RAYMOND,Maulette,78550,78
10132,RN 12 - LA PRAIRIE,MAULETTE,78550,78
10133,Route de Gambais,Maulette,78550,78
10134,Lieu-dit La Porte d'Épernon,Maulette,78550,78
10135,22 avenue Général Annel,Maulette,78550,78
10136,22 AVENUE GERARD ANNEL - D912,MAULETTE,78550,78
10137,"4, rue de Simon Vouet RN13",LE PORT MARLY,78560,78
10138,4 AVENUE SIMON VOUET,LE PORT MARLY,78560,78
10139,CD55 ROUTE DE POISSY CHANTELOUP,Andrésy,78570,78
10140,44 Rue du Maréchal Foch,Andrésy,78570,78
10141, Rue de Triel,ANDRéSY,78570,78
10142,67 Boulevard Paul Barre,MAULE,78580,78
10143,3 rue andre lebourblanc,Noisy-le-Roi,78590,78
10144,101 AVENUE DE POISSY,LE MESNIL-LE-ROI,78600,78
10145,18 Avenue du Général de Gaulle,Maisons-Laffitte,78600,78
10146,1 Rue du Haut de la Girouette,LE MESNIL-LE-ROI,78600,78
10147,101 AV.DE POISSY - RN.306,LE MESNIL LE ROI,78600,78
10148,23 Rue de Paris,LE PERRAY-EN-YVELINES,78610,78
10149,57 Rue de Chartres,LE PERRAY-EN-YVELINES,78610,78
10150,CC ART DE VIVRE - CD 113,Orgeval,78630,78
10151,A 13 - Aire Morainvilliers Sud R,Morainvilliers,78630,78
10152,AUTOROUTE A 13 - PARIS-ROUEN,ORGEVAL,78630,78
10153,116 Avenue Pasteur,Orgeval,78630,78
10154,1986 ROUTE DES QUARANTES SOUS,Orgeval,78630,78
10155,AUTOROUTE A13 - AIRE DE MORAINVILLIERS SUD,MORAINVILLIERS,78630,78
10156,AUTOROUTE A13 - AIRE DE MORAINVILLIERS NORD,MORAINVILLIERS,78630,78
10157,CC ART DE VIVRE - CD 113,ORGEVAL,78630,78
10158,ROUTE DE 40 SOUS - RN113,ORGEVAL,78630,78
10159,RD.191,Beynes,78650,78
10160,RN 10 HAMEAU DE L'ABBE,Prunay-en-Yvelines,78660,78
10161,1 Rue des Boinville,Ablis,78660,78
10162,RN 10 HAMEAU DE L'ABBE,PRUNAY EN YVELINES,78660,78
10163,ROUTE DE GARGENVILLE,Épône,78680,78
10164,30 Avenue du Professeur Emile SERGENT,ÉPôNE,78680,78
10165,Route de Gargenville,Épône,78680,78
10166,ROUTE DE GARGENVILLE,EPONE,78680,78
10167,37 Route Nationale 10 MAISON NEUVE,LES ESSARTS-LE-ROI,78690,78
10168,lieudit le village,Les Essarts-le-Roi,78690,78
10169,37- RN 10,LES ESSARTS LE ROI,78690,78
10170,109 Rue de l'Ambassadeur,CONFLANS-SAINTE-HONORINE,78700,78
10171,10 Place de la Liberté et du 8 Mai 1945,Conflans-Sainte-Honorine,78700,78
10172,188 Avenue du Maréchal Foch,CONFLANS-SAINTE-HONORINE,78700,78
10173,HAUTES COUTURES,Conflans-Sainte-Honorine,78700,78
10174,184 RN HAUTES COUTURES,CONFLANS STE HONORINE,78700,78
10175,Rue des Hautes Coutures,Conflans-Sainte-Honorine,78700,78
10176,Rue des Hautes Coutures,Conflans-Sainte-Honorine,78700,78
10177,Rue des Belles Hâtes,CONFLANS-SAINTE-HONORINE,78702,78
10178,A13 AIRE DE ROSNY,Rosny-sur-Seine,78710,78
10179,A13 AIRE DE ROSNY,ROSNY-SUR-SEINE,78710,78
10180,aire de Rosny Sud,ROSNY SUR SEINE,78710,78
10181,75 BOULEVARD ROGER SALENGRO,MANTES LA VILLE,78711,78
10182,77 BOULEVARD ROGER SALENGRO,MANTES LA VILLE,78711,78
10183,Rue du Docteur Rémond,Saint-Arnoult-en-Yvelines,78730,78
10184,32 Route du Pontel,JOUARS-PONTCHARTRAIN,78760,78
10185,32 ROUTE DU PONTEL,JOUARS PONTCHARTRAIN,78760,78
10186,4 Route de VERSAILLES,Thoiry,78770,78
