,Adresse,City,Postal_Code,iD
2304,Route de Seurre,LONGVIC,21600,21
2305,"3, boulevard des Industries",Longvic,21600,21
2306,RD 974,Gilly-lès-Cîteaux,21640,21
2307,12 RUE ARNOULT,NUITS-SAINT-GEORGES,21700,21
2308,6 RUE CAUMONT BREON,Nuits-Saint-Georges,21700,21
2309,20 RN 74,Corgoloin,21700,21
2310,2 rue de Bingen,Nuits-Saint-Georges,21700,21
2311,ROUTE DE DIJON,CHEVIGNY-SAINT-SAUVEUR,21800,21
2312,AVENUE DE BOURGOGNE,QUETIGNY,21800,21
2313,Boulevard du Champ aux Métiers,Quetigny,21800,21
2314, Route de Chevigny,SENNECEY-LES-DIJON,21800,21
2315,Route de Dijon,Chevigny-Saint-Sauveur,21800,21
2316,BOULEVARD DU CHAMP AUX METIERS,QUETIGNY,21800,21
2317,267 Route de Gray,SAINT-APOLLINAIRE,21850,21
2318,Route de Gray,Saint-Apollinaire,21850,21
2319,1 RUE DES TILLEULS,NOIRON-SOUS-GEVREY,21910,21
2320,LES VILLAGES,Saint-Brieuc,22000,22
2321,3 Rue Champlain,SAINT-BRIEUC,22000,22
2322,Rue Guillaume Apollinaire,SAINT-BRIEUC,22000,22
2323,44 Boulevard Charner,SAINT-BRIEUC,22000,22
2324,28 Rue Edmond Rostand,Saint-Brieuc,22000,22
2325, Rue Guillaume Apollinaire,SAINT-BRIEUC,22000,22
2326,"44, BOULEVARD CHARNER",ST BRIEUC,22000,22
2327,RUE GUILLAUME APOLLINAIRE,SAINT BRIEUC,22000,22
2328,C CIAL LE CHENE,QUEVERT,22100,22
2329,Le Pré des Landes,Taden,22100,22
2330,Quai du Fango,BASTIA,22100,22
2331,2 Rue Charles de Gaulle,LANVALLAY,22100,22
2332,Rue Charles de Gaulle,LANVALLAY,22100,22
2333,route de dol de bretagne,LANVALLAY,22100,22
2334,52 RUE DE BREST,DINAN,22100,22
2335,La Coulebart,DINAN,22104,22
2336,route de Rostrenen,Plouguernével,22110,22
2337,KERLOUIS,Plouguernevel,22110,22
2338,LE CAP VERT,Rostrenen,22110,22
2339,C. C. DE LA BAIE,Yffiniac,22120,22
2340,RTE N 12,Hillion,22120,22
2341,RUE JEAN MONNET,YFFINIAC,22120,22
2342,"42bis, rue Monseigneur Le Mée",YFFINIAC,22120,22
2343,Rue de l'Argentaie,Quessoy,22120,22
2344, Rue du Connétable de Clisson,PLANCOëT,22130,22
2345,Z.A. de La Millière II,PLUDUNO,22130,22
2346,Route de Tréguier,Landebaëron,22140,22
2347,Rue de Guingamp,Bégard,22140,22
2348,Rue du Trébuchon,Plouguenast,22150,22
2349,35 RUE DE MONTIFAULT,Plœuc-L'Hermitage,22150,22
2350, Rue Charles le Goffic,CALLAC,22160,22
2351,Rue de Kerbuannec,Callac,22160,22
2352,34 ROUTE DE SAINT BRIEUC,PLOUAGAT,22170,22
2353,RN12 - LA MARE MELEE,PLERNEUF,22170,22
2354,34 Rue de Saint-Brieuc,PLOUAGAT,22170,22
2355,RN12 - LA MARE MELEE,PLERNEUF,22170,22
2356,Zac du Plateau,PLERIN,22190,22
2357,RUE ST NICOLAS,Guingamp,22200,22
2358,ROUTE DE ST BRIEUC RN12,PLOUMAGOAR,22200,22
2359,rond point kennedy,GRACE GUINGAMP,22200,22
2360,32 avenue du Goëlo,SAINT-AGATHON,22200,22
2361,22 Boulevard de la Marne,GUINGAMP,22200,22
2362,ROUTE NATIONALE 12 - ROUTE DE SAINT BRIEUC,PLOUMAGOAR,22200,22
2363, Route de Corlay,GUINGAMP,22203,22
2364,RUE DE LA LIBERTE,Plémet,22210,22
2365,BL JEAN GUEHENNO,TREGUIER,22220,22
2366,ZA DE KERFOLIC,Minihy-Tréguier,22220,22
2367,GARAGE DE L'HIVET,Merdrignac,22230,22
2368, Rue Chanoine le Texier,MERDRIGNAC,22230,22
2369,LA NOE,Plurien,22240,22
2370,Rue du Pilaga,BROONS,22250,22
2371,ZA DU CHALET,BROONS,22250,22
2372,33 Rue de l'Éperonnerie,Pontrieux,22260,22
2373,"21 ter, rue de Penthièvre",Jugon-les-Lacs,22270,22
2374,35 RUE DES FONTAINES,LANVOLLON,22290,22
2375,RUE DE L'AVENIR,PLéHéDEL,22290,22
2376,LA LANDE,TRESSIGNAUX,22290,22
2377,Route de Perros Guirec,Lannion,22300,22
2378,Route de Guingamp,LANNION,22300,22
2379,Route de Perros,Lannion,22300,22
2380,Route de Tréguier / RD 767Centre commercial Le Lion de Saint-Marc,LANNION,22300,22
2381,Zone Commerciale BEL AIR / Axe Lannion-Morlaix D786,PLOULEC'H-LANNION,22300,22
2382,Rue Paul SalaunParc Activités Izellan,PLOUBEZRE,22300,22
2383,RUE JEAN PAUL SARTRE,LANNION,22300,22
2384,Route de Guingamp,LANNION,22302,22
2385,RUE DES CLOS,PLESTIN-LES-GRèVES,22310,22
2386,81 RUE DE DINAN,Caulnes,22350,22
2387,RN12,SAINT JOUAN-DE-L'ISLE,22350,22
2388,RN 12 - VAL DE RANCE,CAULNES,22350,22
2389,Rue du 19 Mars 1962,CAULNES,22350,22
2390,KERGOUET,SAINT JOUAN DE L'ISLE,22350,22
2391,RN 12 - AIRE DE LA CROIX ROUGE,ST JOUAN DE L ISLE,22350,22
2392,Rue Jules Verne,LANGUEUX,22360,22
2393,"15, rue de Saint Alban",PLéNEUF-VAL-ANDRé,22370,22
2394,Lieu-dit Les Rochettes,Saint-Cast-le-Guildo,22380,22
2395,BOULEVARD D ARMOR,Bourbriac,22390,22
2396,20 RUE DU DOCTEUR LAVERGNE,LAMBALLE,22400,22
2397,Rue de Bel-Air,COETMIEUX,22400,22
2398,40 Rue d'Armor,Lamballe,22400,22
2399,66 rue Mouëxigné,Lamballe,22400,22
2400,25 avenue Georges Clemenceau,LAMBALLE,22400,22
2401,BEL AIR - RN 12,COETMIEUX,22400,22
2402,Rue Pierre Loti,SAINT-QUAY-PORTRIEUX,22410,22
2403,Rue du Général de Gaulle,PLOUARET,22420,22
2404,LES JEANNETTES,ERQUY,22430,22
2405,SA BRIODIS Centre Commercial du Carpont,Ploufragan,22440,22
2406,Rue de Brest,TRéMUSON,22440,22
2407,Rue du Parc Mail,Uzel,22460,22
2408,Z.A DE BERLOUZE,UZEL,22460,22
2409,CROAS DOM HERRY,SAINT-NICOLAS-DU-PéLEM,22480,22
2410,Kerjean,Saint-Nicolas-du-Pélem,22480,22
2411,RELAIS DE KERJEAN,Saint-Nicolas-du-Pélem,22480,22
2412,Z.A Les Landes,PLOUëR-SUR-RANCE,22490,22
2413,RUE RAYMOND PELLIER,PAIMPOL,22500,22
2414,Rue Raymond Pellier,PAIMPOL,22500,22
2415,ROUTE DE LANVOLLON,Paimpol,22500,22
2416,Route de Lézardrieux,Paimpol,22500,22
2417,56 avenue du Général de Gaulle,Paimpol,22500,22
2418,CC LES PRES CALANS,BINIC,22520,22
2419,5 ROUTE DE PONTIVY,Mûr-de-Bretagne,22530,22
2420,45 Avenue des Prunus,Louargat,22540,22
2421, Chemin de l'Oratoire,LOUARGAT,22540,22
2422,Centre commercial des promenades,MATIGNON,22550,22
2423, Rue des Plages,TRéBEURDEN,22560,22
2424,7 rue du Blavet,Laniscat,22570,22
2425,Le Chene Vert,PLOUHA,22580,22
2426,Keribet,Pordic,22590,22
2427,8 Boulevard des Peupliers,LOUDéAC,22600,22
2428,Rue Notre-Dame,LOUDéAC,22600,22
2429,73 Boulevard de Penthièvre,LOUDEAC,22600,22
2430,z a des parpareux,Loudéac,22600,22
2431,PARC ACTIVITÉS DE KER D'HERVÉ,Loudéac,22600,22
2432, Boulevard Henri Cordier,LOUDEAC,22600,22
2433,21 Boulevard de la Gare,LOUDEAC,22600,22
2434,24 Rue de l'Armor,PLEUBIAN,22610,22
2435,Rue de l'hôpital,Évran,22630,22
2436,13 RUE DES 31 MARTYRS,Plestan,22640,22
2437,Rue de la République,Plénée-Jugon,22640,22
2438,ROUTE DE ST JACUT,PLOUBALAY,22650,22
2439,Route de Plancoet,Ploubalay,22650,22
2440,34 Rue Ernest Renan,Perros-Guirec,22700,22
2441,Rue de l'Église,SAINT-QUAY-PERROS,22700,22
2442,31 Rue de Lannion,Penvénan,22710,22
2443,RUE POUL PALUD,TRéGASTEL,22730,22
2444, Rue du Volozen,QUINTIN,22800,22
2445,la ville neuve,SAINT BRANDAN,22800,22
2446,RN 12,Plounévez-Moëdec,22810,22
2447,RN 12,PLOUNEVEZ MOEDEC,22810,22
2448,849 Rue de la Ville Gourelle,Plaintel,22940,22
2449,32 Rue de la République,Trégueux,22950,22
2450, Rue Jean Monnet,TRéGUEUX,22950,22
2451,"2, RUE DU CHALLONGE",PLEDRAN,22960,22
2452,9 rue de la libération,PLéLAN-LE-PETIT,22980,22
2453,8 Rue des Rouairies,Plélan-le-Petit,22980,22
2454,46 Avenue d'Auvergne,Guéret,23000,23
2455,AIRE DES MONTS DE GUERET,SAINT-SULPICE-LE-GUéRéTOIS,23000,23
2456,14 avenue Pierre Mendes France,GUéRET,23000,23
2457,Le Verger Sainte Feyre,GUéRET,23000,23
2458, Rue du Docteur Manouvrier,GUéRET,23000,23
2459,36 Avenue du Berry,Guéret,23008,23
2460,55 Avenue de la République,Évaux-les-Bains,23110,23
2461,Route d'Aubusson,CHENERAILLES,23130,23
2462,RN 145,PARSAC,23140,23
2463,ROUTE NATIONALE 145 - AIRE DE PARSAC,PARSAC,23140,23
2464,ROUTE DE LIMOGES,AHUN,23150,23
2465,82 RUE GRANDE,Azerables,23160,23
2466,ROUTE D#039;EVAUX LES BAINS,Chambon-sur-Voueize,23170,23
2467,La Rebeyrette,AUBUSSON,23200,23
2468,"4, route de Beauze",Aubusson,23200,23
2469,Route de Guéret,Bonnat,23220,23
2470, Avenue du Berry,GOUZON,23230,23
2471,ZA les bois verts,LE GRAND BOURG,23240,23
2472,7 Avenue de la République,La Souterraine,23300,23
2473,ZA LA PRADE,LA SOUTERRAINE,23300,23
2474,Boulevard Belmond,LA SOUTERRAINE,23300,23
2475,Rue François Durand,LA SOUTERRAINE,23300,23
2476,Avenue Jean Jaures,La Souterraine,23300,23
2477,Route de Bénévent,BOURGANEUF,23400,23
2478,"1, rue du Puy",Bourganeuf,23400,23
2479,ROUTE D'AUBUSSON,Felletin,23500,23
2480,avenue de bourbonnais,BOUSSAC,23600,23
2481,Avenue Pierre Leroux,BOUSSAC,23600,23
2482,10 Route d'Aubusson,Auzances,23700,23
2483,7 avenue d'Auvergne,DUN-LE-PALESTEL,23800,23
2484,54 Route de Limoges,Trélissac,24000,24
2485,16 RTE DE LYON,BOULAZAC,24000,24
2486,192 Route de Lyon,Boulazac,24000,24
2487,138 RUE PIERRE SEMARD LE TOULON,PERIGUEUX,24000,24
2488,18 Cours Fénelon,Périgueux,24000,24
2489,16 Rue du Clos Chassaing,PéRIGUEUX,24000,24
2490,18/20 Cours Fénelon,PERIGUEUX,24000,24
2491,138 RUE PIERRE SEMARD LE TOULON,PERIGUEUX,24000,24
2492,Rue des Docteurs Pierre et Léonce Vizerie,Bergerac,24100,24
2493,ROUTE DE LALINDE,Creysse,24100,24
2494,8 Boulevard Jean Moulin,BERGERAC,24100,24
2495,14 Rue Durou,Bergerac,24100,24
2496, Boulevard Auguste Comte,BERGERAC,24100,24
2497,Route de Sainte Alvère,BERGERAC,24100,24
2498,15 Route d'Agen - Lespinassat,BERGERAC,24100,24
2499,154 avenue de la roque,CREYSSE,24100,24
2500,103 AVENUE PAUL DOUMER,Bergerac,24100,24
2501,RUE DES DOCTEURS VIZERIE,BERGERAC,24100,24
2502,"101, Avenue Pasteur",Bergerac,24107,24
2503,Bld De Lattre De Tassigny,SAINT-ASTIER,24110,24
2504,Bd mallebay,SAINT-ASTIER,24110,24
2505,Route de Bordeaux,Bergerac,24114,24
2506,Zac Le Coutal,TERRASSON-LAVILLEDIEU,24120,24
2507,Lieu-dit le moulin Rouge,Terrasson-Lavilledieu,24120,24
2508,14 Avenue Victor Hugo,TERRASSON-LAVILLEDIEU,24120,24
2509,Avenue Victor Hugo,Terrasson-Lavilledieu,24120,24
2510,REL MOULIN ROUGE/ RTE DE BRIVE,TERRASSON,24120,24
2511,route de fleix,PRIGONRIEUX,24130,24
2512,5 Avenue du Commandant Pinson,LA FORCE,24130,24
2513,Route de Mauzac,LALINDE,24150,24
2514,Le Mayne,Saint-Martial-d'Albarède,24160,24
2515,19 AV EUGENE LE ROY,Excideuil,24160,24
2516,VAUREZ,Belvès,24170,24
2517,Lieu-dit Le Bout de la Côte,Siorac-en-Périgord,24170,24
2518,ROUTE DE BORDEAUX,Neuvic,24190,24
2519,Route de Brive,Sarlat-la-Canéda,24200,24
2520,Route de Limoges,SARLAT-LA-CANéDA,24200,24
2521,Route de BERGERAC ,Sarlat-la-Canéda,24200,24
2522, Chemin des Sables,SARLAT-LA-CANéDA,24200,24
2523,28 Avenue de la Libération,Thenon,24210,24
2524,VOIE DE LA VALLEE,SAINT-CYPRIEN,24220,24
2525,REL.TETE NOIRE RD.936,Montcaret,24230,24
2526,Zone des Reaux,Vélines,24230,24
2527,le bourg,SIGOULèS,24240,24
2528,MOULIN ROUGE,CéNAC-ET-SAINT-JULIEN,24250,24
2529,Gaillardou,La Roque-Gageac,24250,24
2530,AVENUE DE LA LIBERATION,LE BUGUE,24260,24
2531,127 Rue du Limousin,LANOUAILLE,24270,24
2532,57 Rue d'Aquitaine,Savignac-Lédrier,24270,24
2533,57 rue d'Aquitaine,Savignac-Lédrier,24270,24
2534,Route des Eyzies,Montignac,24290,24
2535,"28, avenue Jules-Ferry",NONTRON,24300,24
2536,675 Route de Périgueux,Saint-Martial-de-Valette,24300,24
2537,2 Route de la Maladrerie,Nontron,24300,24
2538,2 route de Nontron,Saint-Martial-de-Valette,24300,24
2539,"27, Avenue André Maurois",BRANTôME,24310,24
2540,Avenue du 8 mai 1945,BRANTôME,24310,24
2541,Route de Mareuil,La Tour-Blanche,24320,24
2542, Lieu-Dit Bourlhac,VERTEILLAC,24320,24
2543,AUTOROUTE A 89,Saint-Laurent-sur-Manoire,24330,24
2544,RN 89 - NIVERSAC,Saint-Laurent-sur-Manoire,24330,24
2545,les guichoux,Saint-Pierre-de-Chignac,24330,24
2546,AUTOROUTE A89 - AIRE DU MANOIRE,SAINT LAURENT SUR MANOIRE,24330,24
2547,Lieu dit chez Noillac,VIEUX MAREUIL,24340,24
2548,Lieu-dit Grands Champs de Baunac,Tocane-Saint-Apre,24350,24
2549,CD 91,Piégut-Pluviers,24360,24
2550, Route de Bergerac,VERGT,24380,24
2551,LA GARE,HAUTEFORT,24390,24
2552,7 Rue Camille Jullian,BASSENS,24400,24
2553,rue du 11 juin 1944,Saint-Médard-de-Mussidan,24400,24
2554,Route de Bordeaux,Saint-Médard-de-Mussidan,24400,24
2555,RN 89 au 50 rue de la paix,SAINT-MÉDARD-DE-MUSSIDAN,24400,24
2556,Lieu-dit Les Grands Champs,Saint-Aulaye,24410,24
2557,RN.21,Sarliac-sur-l'Isle,24420,24
2558,Av LOUIS SUDER,MARSAC-SUR-L'ISLE,24430,24
2559,41 ROUTE DE RIBERAC,MARSAC SUR L'ISLE,24430,24
2560, Avenue de Monpazier,BEAUMONT-DU-PéRIGORD,24440,24
2561, Avenue de Périgueux,LA COQUILLE,24450,24
2562,Le Missou,Château-l'Évêque,24460,24
2563,Les Peyrieres,Négrondes,24460,24
2564,Avenue Léon Sireyjol,SAINT PARDOUX LA RIVIèRE,24470,24
2565,Le Bourg,Le Buisson-de-Cadouin,24480,24
2566,2 AV.DES CHARENTES,LA ROCHE-CHALAIS,24490,24
2567,59 Avenue d'Aquitaine,La Roche-Chalais,24490,24
2568, Route de Bergerac,EYMET,24500,24
2569,plaine de bretou,EYMET,24500,24
2570,LES PLATEAUX DE GRAULET,Rouffignac-Saint-Cernin-de-Reilhac,24580,24
2571,Avenue de Sarlat,SALIGNAC-EYVIGUES,24590,24
2572,Route de Perigueux,Ribérac,24600,24
2573,Route de Perigueux,RIBéRAC,24600,24
2574,Route de Mussidan,RIBéRAC,24600,24
2575,24 av de la Forge,LES EYZIES DE TAYAC,24620,24
2576,"16, Rue des Fleurs",Chancelade,24650,24
2577,72 Avenue du Général de Gaulle,Coulounieix-Chamiers,24660,24
2578, Avenue Winston Churchill,COULOUNIEIX-CHAMIERS,24660,24
2579,RN 21 ZAC DU CERF (SORTIE :15 - A89),NOTRE DAME DE SANILHAC,24660,24
2580,Avenue Georges Pompidou,Montpon-Ménestérol,24700,24
2581,allée Jacques Duclos,BOULAZAC,24750,24
2582,Route de Limoges,TRéLISSAC,24750,24
2583,avenue Georges Pompidou,Trélissac,24750,24
2584,32 avenue Charles de GAULLE,THIVIERS,24800,24
2585,Route de Nontron,THIVIERS,24800,24
2586,5 Route de Gray,Besançon,25000,25
2587,58 Faubourg Rivotte,BESANçON,25000,25
2588,CHATEAUFARINE,BESANçON,25000,25
2589,2 rue de Vesoul,BESANCON,25000,25
2590,17 Rue de l'Amitié,Besançon,25000,25
2591,50 Boulevard Léon Blum,Besançon,25000,25
2592,110 Rue de Dole,BESANçON,25000,25
2593,8 Place René Cassin,Besançon,25000,25
2594,"9, Avenue du Maréchal Foch",BESANçON,25000,25
2595,1 Rue Berthelot,BESANçON,25000,25
2596,80 Rue de Vesoul,BESANçON,25000,25
2597,RN 73,CHEMAUDIN,25000,25
2598,60 rue de belfort,BESANCON,25000,25
2599,2 RUE DE VESOUL,BESANCON,25000,25
2600,1 chemin Voie des Agasses,Chalezeule,25022,25
2601,Rue de Dole,BESANçON,25057,25
2602,2 Avenue du Général Leclerc,BAUME-LES-DAMES,25110,25
2603,12 Rue de Mi-Cour,BAUME-LES-DAMES,25110,25
2604,58 Avenue Kennedy,Baume-les-Dames,25110,25
2605,24 Rue Ernest Nicolas,BAUME-LES-DAMES,25110,25
2606,Z.A. les Salines,Pouilley-les-Vignes,25115,25
2607,place du 8 mai 45,MAîCHE,25120,25
2608,Rue du Jura,MAICHE,25120,25
2609,Rue Pierre Perçot,VILLERS-LE-LAC,25130,25
2610,26 Rue des Bouleaux,Pont-de-Roide,25150,25
2611,aire ecot,ECOT,25150,25
2612,59 Rue de Montbéliard,PONT-DE-ROIDE,25150,25
2613,ROUTE DE BETHONCOURT,Montbéliard,25200,25
2614,16 Avenue d'Helvétie,Montbéliard,25200,25
2615,119 faubourg de besançon,MONTBéLIARD,25200,25
2616,LE PIED DES GOUTTES,MONTBéLIARD,25200,25
2617,"19, rue Champ Moulin",Bethoncourt,25200,25
2618,Avenue du Maréchal de Lattre de Tassigny,LE RUSSEY,25210,25
2619,LES RONDEYS,LE RUSSEY,25210,25
2620,RN 73,CHALEZEULE,25220,25
2621,ZA PRES CHALOTS,ROCHE LEZ BEAUPRE,25220,25
2622,28 Avenue du Général Leclerc,Seloncourt,25230,25
2623,32 RUE DE LA VAREE,MOUTHE,25240,25
2624,Avenue Foch,L'ISLE-SUR-LE-DOUBS,25250,25
2625,ROUTE DE PONTARLIER,LEVIER,25270,25
2626,2 rue de cantley,ORNANS,25290,25
2627,21 AVENUE DE LATTRE DE TASSIGNY,ORNANS,25290,25
2628,66 Rue de Salins,PONTARLIER,25300,25
2629,1 Rue de la Fée Verte,Pontarlier,25300,25
2630,Rue de Besançon,Doubs,25300,25
2631,route de dijon,HOUTAUD,25300,25
2632,Rue Pierre Déchanet,PONTARLIER,25300,25
2633,18 Avenue de l'Armée de l'Est,Pontarlier,25300,25
2634,2 RUE DU CENTRE,MONTFERRAND-LE-CHâTEAU,25320,25
2635,RN73,CHEMAUDIN,25320,25
2636,13 GRANDE RUE,AMANCEY,25330,25
2637,3 Rue de la Porte des Noyes,CLERVAL,25340,25
2638,15 Rue de Beaulieu,MANDEURE,25350,25
2639,"52, route de Lausanne",Les Hôpitaux-Neufs,25370,25
2640,RUE DE LA VERDOLLE,ORCHAMPS-VENNES,25390,25
2641, Rue Philippe Goudey,EXINCOURT,25400,25
2642,4 Allée du Chêne,Audincourt,25400,25
2643,70 RUE DE SELONCOURT,AUDINCOURT,25400,25
2644,ZAC LES BELLES OUVRIERES,SAINT-VIT,25410,25
2645, Route de Besançon,SAINT-VIT,25410,25
2646,1 Route de Besançon,Saint-Vit,25410,25
2647,D 673 Route de Dole,POUILLEY-FRANCAIS,25410,25
2648,19 Rue de Besançon,Saint-Vit,25410,25
2649,Rue de la Cray,VOUJEAUCOURT,25420,25
2650,Rue de la Cray,VOUJEAUCOURT,25420,25
2651,82 Rue du Général de Gaulle,Bart,25420,25
2652,2 Route de Clerval,Sancey-le-Long,25430,25
2653,7 rue de Besançon,Sancey-le-Grand,25430,25
2654,ROUTE DE LYON,QUINGEY,25440,25
2655,6 Rue de Châtillon,ÉCOLE-VALENTIN,25480,25
2656,2 ROUTE DE GRAY,PIREY,25480,25
2657,rue de la combe du puits,ECOLE VALENTIN,25480,25
2658,COMBE DU MAGNY,DAMPIERRE-LES-BOIS,25490,25
2659,15 Rue Saint-Michel,MORTEAU,25500,25
2660,40 Rue de la Louhière,Morteau,25500,25
2661,ROUTE DU PRE DES COMBES,MORTEAU,25500,25
2662,4 Rue du Clos Jeune,MORTEAU,25500,25
2663, Grande Rue,PIERREFONTAINE-LES-VARANS,25510,25
2664,Rue des Fourches,VERCEL-VILLEDIEU-LE-CAMP,25530,25
2665,Route Nationale,BAVANS,25550,25
2666,114 Grande Rue,Frasne,25560,25
2667,7 RUE DE PONTARLIER,SOCHAUX,25600,25
2668,ROUTE DE RANS,ARC ET SENANS,25610,25
2669,RN 57,MAMIROLLE,25620,25
2670,AIRE DE MARCHAUX AUTOROUTE A 36,MARCHAUX,25640,25
2671,AUTOROUTE A 36,MARCHAUX,25640,25
2672,relais des Trouillets,ROULANS,25640,25
2673,AUTOROUTE A36 - AIRE DE BESANCON MARCHAUX,MARCHAUX,25640,25
2674,RUE DE LA GRAPPE,Marchaux,25640,25
2675,RN 57,MAMIROLLE,25660,25
2676,Rue Cheneau Blond,Saône,25660,25
2677,4 Rue du Lac,SAôNE,25660,25
2678,ZA DU PRE ROND,Cuse-et-Adrisans,25680,25
2679,"940, Rue de Montbéliard",MATHAY,25700,25
2680,1 ROUTE DE BELCHAMP,VALENTIGNEY,25700,25
2681,25 Route de Lyon,Beure,25720,25
2682,22 Route de Lyon,Beure,25720,25
2683,Rue de la 5ème DB,Arcey,25750,25
2684,rue du maréchal de Lattre de Tassigny,Valdahon,25800,25
2685,12 GRANDE RUE,VALDAHON,25800,25
2686,5 ROUTE VERNIER FONTAINE,VALDAHON,25800,25
2687,route de Besançon,Cussey-sur-l'Ognon,25870,25
2688,Route de Bonnay,DEVECEY,25870,25
2689,QUARTIER DE CHANTECOURIOL,VALENCE,26000,26
2690,162 Avenue de Provence,VALENCE,26000,26
2691,BD FRANKLIN ROOSEVELT,VALENCE,26000,26
2692,114 Avenue de la Libération,VALENCE,26000,26
2693,Boulevard Gustave André,VALENCE,26000,26
2694,396 Avenue Victor Hugo,Valence,26000,26
2695,295 Avenue de Chabeuil,Valence,26000,26
2696,300 Avenue de Chabeuil,Valence,26000,26
2697,362 rue Faventines,VALENCE,26000,26
2698,162 AVENUE DE PROVENCE,VALENCE,26000,26
2699,BD FRANKLIN ROOSEVELT,VALENCE,26000,26
2700,BOULEVARD GUSTAVE ANDRE,VALENCE,26000,26
2701,Quartier les Rollands,MONTMEYRAN,26000,26
2702,56 Avenue Gambetta,ROMANS-SUR-ISèRE,26100,26
2703,Route de Lyon,ROMANS-SUR-ISèRE,26100,26
2704,Quartier Meilleux,ROMANS-SUR-ISèRE,26100,26
2705, Avenue du Maquis,ROMANS-SUR-ISèRE,26100,26
2706,56 AVENUE DU MAQUIS,Romans-sur-Isère,26100,26
2707,34 AVENUE FREDERIC MISTRAL,NYONS,26110,26
2708,Route d' Orange,NYONS,26110,26
2709,31 Avenue de Venterol,NYONS,26110,26
2710,63-67 route de montelimar,Nyons,26110,26
2711,ZONE DES GOUVERNAUX,CHABEUIL,26120,26
2712,Avenue de Valence,CHABEUIL,26120,26
2713,Les Champs,Montélier,26120,26
2714,Rond-Point de l'Europe,Saint-Paul-Trois-Châteaux,26130,26
2715,AUTOROUTE A 7,SAINT-RAMBERT-D'ALBON,26140,26
2716,AUTOROUTE A7 AIRE DE SAINT RAMBERT DALBON,Saint-Rambert-d'Albon,26140,26
2717,LES BUIS,Anneyron,26140,26
2718,ZA LA TULANDIERE 26 route de la Maison Blanche,Saint-Rambert-d'Albon,26140,26
2719,Aire de Saint Rambert d'Albon,Saint-Rambert-d'Albon,26140,26
2720,Route de la résistance Conches et Chamarges,Die,26150,26
2721,chanqueyras,DIE,26150,26
2722,160 ROUTE D ALEYRAC,LA BEGUDE DE MAZENC,26160,26
2723,Avenue Boissy d'Anglas,BUIS-LES-BARONNIES,26170,26
2724,245 AVENUE DU GENERAL DE GAULLE,BUIS-LES-BARONNIES,26170,26
2725,Route de Saint-Thomas,Saint-Laurent-en-Royans,26190,26
2726,Zone d'activité de la roue est,Saint-Jean-en-Royans,26190,26
2727, Route de Dieulefit,MONTéLIMAR,26200,26
2728,RN 7,LES TOURRETTES,26200,26
2729,RTE DE MARSEILLE,Montélimar,26200,26
2730,Avenue des Catalins,MONTéLIMAR,26200,26
2731,rn7-za du meyrol,Montélimar,26200,26
2732,RN7 ZONE DU MEYROL,MONTELIMAR,26200,26
2733,Route de Marseille,MONTéLIMAR,26208,26
2734,265 avenue des pins,Saint-Sorlin-en-Valloire,26210,26
2735,24 Avenue John F. Kennedy,Montélimar,26216,26
2736,Route de Montelimar,Dieulefit,26220,26
2737,900 ROUTE DE MONTELIMAR,GRIGNAN,26230,26
2738,31 avenue de quebec,Saint-Vallier,26240,26
2739,22 avenue de Québec,Saint-Vallier,26240,26
2740,RN 7,SAINT-VALLIER,26240,26
2741,INTERVAL - 1 CHEMIN DE LA BRASSIERE,ST VALLIER,26240,26
2742,34 avenue Eugène Buissonet,Saint-Vallier,26240,26
2743,Place Jean Jaurès,Livron-sur-Drôme,26250,26
2744,Route de Valence,SAINT-DONAT-SUR-L'HERBASSE,26260,26
2745,Avenue du Général de Gaulle,SAINT-DONAT-SUR-L'HERBASSE,26260,26
2746,A7 Aire de Saulce,SAULCE-SUR-RHôNE,26270,26
2747,RN 7,LORIOL-SUR-DRôME,26270,26
2748,RN 7 - LES BLACHES,CLIOUSCLAT,26270,26
2749,Parc des Crozes,LORIOL-SUR-DRôME,26270,26
2750,AGIP A7 AIRE DE SAULCE ESTSARL TASSIN,SAULCE SUR RHONE,26270,26
2751,AVENUE DU DAUPHINE,SAULCE SUR RHONE,26270,26
2752,RN7 1890 LES PEYRAUDS,DONZERE,26290,26
2753,RN 7 - LES PEYRAUDS,Donzère,26290,26
2754,280 avenue Jean Moulin RN7,DONZERE,26290,26
2755,RN-7,DONZERE,26290,26
2756,BOULEVARD ALPES PROVENCE,BOURG-DE-PéAGE,26300,26
2757,60 rue des marguerites,ALIXAN,26300,26
2758,1005 AV. CHARLES DE GAULLE,Chatuzange-le-Goubet,26300,26
2759,ROUTE NATIONALE 532,Alixan,26300,26
2760,RN 531 - PIZANCON,BOURG-DE-PéAGE,26300,26
2761,"1, Av Dauphiné-Provence",ALIXAN,26300,26
2762,Rue des Crozes,Châteauneuf-sur-Isère,26300,26
2763,Route du Stade,Chatuzange-le-Goubet,26300,26
2764,BLD DES ALPES DE PROVENCE,BOURG DE PEAGE,26300,26
2765,60 RUE DES MARGUERITES,ALIXAN,26300,26
2766,Lieu-dit Les Grangiers,Luc-en-Diois,26310,26
2767,Rue du Vivarais,SAINT-MARCEL-LèS-VALENCE,26320,26
2768,Lieu-dit La Tuilière,Saillans,26340,26
2769,QUARTIER LES ESCOFFERS,PEYRINS,26380,26
2770,6 route de Romans,Hauterives,26390,26
